1,SKU101,1,2016-11-4,Andrew,A,Andrew@gmail.com,0430289001,smith st,wollongong,2500,NSW,1124,2114
2,SKU102,2,2016-11-5,Brain,B,Brain@gmail.com,0430289002,smith st,wollongong,2500,NSW,1124,2114
3,SKU103,3,2016-11-6,Chris,C,Chris@gmail.com,0430289003,smith st,wollongong,2500,NSW,1124,2114
4,SKU104,2,2016-11-7,Daniel,D,Daniel@gmail.com,0430289004,smith st,wollongong,2500,NSW,1124,2114
5,SKU105,1,2016-11-8,Eva,E,Eva@gmail.com,0430289005,smith st,wollongong,2500,NSW,1124,2114
6,SKU106,3,2016-11-9,Fred,F,Fred@gmail.com,0430289006,smith st,wollongong,2500,NSW,1124,2114
7,SKU107,3,2016-11-9,Glan,G,Glan@gmail.com,0430289007,smith st,wollongong,2500,NSW,1124,2114
8,SKU108,3,2016-11-11,Harry,H,Harry@gmail.com,0430289008,smith st,wollongong,2500,NSW,1124,2114
9,SKU109,3,2016-11-14,Ivy,I,Ivy@gmail.com,0430289009,smith st,wollongong,2500,NSW,1124,2114
10,SKU110,3,2016-11-13,Jack,J,Jack@gmail.com,0430289010,smith st,wollongong,2500,NSW,1124,2114


1,SKU2100,2016-10-22,Fcm,J,Fcm@gmail.com,0430289010,smith st,wollongong,2500,NSW,144,214
2,SKU2101,2016-10-23,Mok,J,Mok@gmail.com,0430289012,smith st,wollongong,2500,NSW,144,214
3,SKU2102,2016-10-24,Dile,J,Dile@gmail.com,0430289013,smith st,wollongong,2500,NSW,144,214
4,SKU2103,2016-10-25,Low,J,Low@gmail.com,0430289014,smith st,wollongong,2500,NSW,144,214
5,SKU2104,2016-10-26,Owen,J,Owen@gmail.com,0430289015,smith st,wollongong,2500,NSW,144,214
6,SKU2105,2016-10-27,Helle,J,Helle@gmail.com,0430289016,smith st,wollongong,2500,NSW,144,214
7,SKU2106,2016-10-28,Peter,J,Peter@gmail.com,0430289017,smith st,wollongong,2500,NSW,144,214
8,SKU2107,2016-10-29,Osp,J,Osp@gmail.com,0430289018,smith st,wollongong,2500,NSW,144,214
8,SKU2108,2016-10-31,Terry,Ja,Terry@gmail.com,0430289019,smith st,wollongong,2500,NSW,144,214
8,SKU2109,2016-10-31,Cook,Jd,Cook@gmail.com,0430289029,smith st,wollongong,2500,NSW,144,214


invoice_number,invoice_date,billing_firstname,billing_lastname,billing_email,billing_phone,billing_street,billing_suburb,billing_postcode,billing_state,grand_total,shipping_amount
SKU2100,2016-10-22,Fcm,J,Fcm@gmail.com,0430289010,smith st,wollongong,2500,NSW,144,214
SKU2101,2016-10-23,Mok,J,Mok@gmail.com,0430289012,smith st,wollongong,2500,NSW,144,214
SKU2102,2016-10-24,Dile,J,Dile@gmail.com,0430289013,smith st,wollongong,2500,NSW,144,214
SKU2103,2016-10-25,Low,J,Low@gmail.com,0430289014,smith st,wollongong,2500,NSW,144,214
SKU2104,2016-10-26,Owen,J,Owen@gmail.com,0430289015,smith st,wollongong,2500,NSW,144,214
SKU2105,2016-10-27,Helle,J,Helle@gmail.com,0430289016,smith st,wollongong,2500,NSW,144,214
SKU2106,2016-10-28,Peter,J,Peter@gmail.com,0430289017,smith st,wollongong,2500,NSW,144,214
SKU2107,2016-10-29,Osp,J,Osp@gmail.com,0430289018,smith st,wollongong,2500,NSW,144,214
SKU2108,2016-10-31,Terry,Ja,Terry@gmail.com,0430289019,smith st,wollongong,2500,NSW,144,214
SKU2109,2016-10-31,Cook,Jd,Cook@gmail.com,0430289029,smith st,wollongong,2500,NSW,144,214
